Data S1. List of Border Protected Areas,,
WDPAID,NAME,ISO3
555577859,Dobrava - Jovsi,SVN
555577860,Kozjansko,SVN
555577863,Cergov,SVK
555577880,Siegendorfer Pußta und Heide,AUT
555577881,Bernstein - Lockenhaus - Rechnitz,AUT
555577882,Neusiedler See - Nordöstliches Leithagebirge,AUT
555577883,Südburgenländisches Hügel- und Terrassenland,AUT
555577884,"Naturwaldreservat Lange Leitn, Neckenmarkt",AUT
555577885,Lafnitztal,AUT
555577886,Mattersburger Hügelland,AUT
555577887,"Waldviertler Teich-, Heide- und Moorlandschaft",AUT
555577888,March-Thaya-Auen,AUT
555577890,Donau-Auen östlich von Wien,AUT
555577892,Weinviertler Klippenzone,AUT
555577894,Thayatal bei Hardegg,AUT
555577895,Westliches Weinviertel,AUT
555577915,Vellacher Kotschna,AUT
555577918,Wolayersee und Umgebung,AUT
555577931,Untere Lavant,AUT
555577940,Mittagskogel - Karawanken Westteil,AUT
555577953,Steirische Grenzmur mit Gamlitzbach und Gnasbach,AUT
555577969,Teile des südoststeirischen Hügellandes inklusive Höll und Grabenlandbäche,AUT
555577979,Unterer Inn,AUT
555577984,Ettenau,AUT
555577987,Maltsch,AUT
555577990,Salzachauen,AUT
555577991,Auwälder am Unteren Inn,AUT
555577993,Böhmerwald und Mühltäler,AUT
555577994,Oberes Donau- und Aschachtal,AUT
555577998,Winklmoos,AUT
555578004,"Hohe Tauern, Salzburg",AUT
555578005,"Kalkhochalpen, Salzburg",AUT
555578010,"Salzachauen, Salzburg",AUT
555578013,Untersberg-Vorland,AUT
555578015,"Hohe Tauern, Tirol",AUT
555578016,Vilsalpsee,AUT
555578017,Valsertal,AUT
555578018,Karwendel,AUT
555578019,Ötztaler Alpen,AUT
555578021,Egelsee,AUT
555578023,Tiroler Lech,AUT
555578027,Naturschutzgebiet Rohrach,AUT
555578028,Rheindelta,AUT
555578033,Bangs - Matschels,AUT
555578037,Leiblach,AUT
555578038,Alpenmannstreu Gamperdonatal,AUT
555578039,Spirkenwälder Saminatal,AUT
555578044,Gsieg - Obere Mähder,AUT
555578046,"Soren, Gleggen-Köblern, Schweizer Ried und Birken-Schwarzes Zeug",AUT
555578049,Novo selo,BGR
555578050,Ostrov Vardim,BGR
555578069,Rivera de Taliga,ESP
555578105,Božićeva špilja,HRV
555578137,Špilja pod Krugom,HRV
555578153,Mura,HRV
555578157,Dunav - Vukovar,HRV
555578158,Kopački rit,HRV
555578160,Lonjsko polje,HRV
555578161,Sunjsko polje,HRV
555578162,Dvorina,HRV
555578163,Gajna,HRV
555578169,Nacionalni park Risnjak,HRV
555578174,Dolina Une,HRV
555578194,Žumberak Samoborsko gorje,HRV
555578215,Kupa,HRV
555578232,Novačka pećina,HRV
555578266,Snježnica i Konavosko polje,HRV
555578279,Paleoombla - Ombla,HRV
555578282,Pregon,HRV
555578300,Lička Plješivica,HRV
555578302,Kanjon Une,HRV
555578303,Sutla,HRV
555578321,Gerovčica,HRV
555578351,Potok Gerovčica,HRV
555578372,Potok Mala Belica,HRV
555578389,Dio Kupe,HRV
555578392,Pričac - Lužani,HRV
555578393,Davor - livade,HRV
555578403,Žbevnica,HRV
555578405,Dravske akumulacije,HRV
555578406,Donji tok Drave,HRV
555578407,Dunav S od Kopačkog rita,HRV
555578408,Sava nizvodno od Hrušćice,HRV
555578412,Rastočko polje,HRV
555578423,Jelas polje s ribnjacima,HRV
555578430,Kupa kod Severina,HRV
555578444,Dolina Sutle kod Razvora,HRV
555578452,Zrinska gora,HRV
555578464,Područje oko Hrvatske Kostajnice,HRV
555578473,Vlakanac-Radinje,HRV
555578507,Spačvanski bazen,HRV
555578508,Spačva JZ,HRV
555578510,Velika Belica,HRV
555578573,Stepska staništa kod Bapske,HRV
555578575,Stepska staništa kod Šarengrada,HRV
555578814,Gornji tok Drave,HRV
555578815,Srednji tok Drave,HRV
555578816,Gorski kotar i sjeverna Lika,HRV
555578820,Dinara,HRV
555578822,Delta Neretve,HRV
555578899,Pieniny,POL
555578936,Comloșu Mare,ROU
555578947,Dunărea la Grla Mare - Maglavit,ROU
555578952,Jiana,ROU
555578985,Pajiștea Cenad,ROU
555578997,Pricop - Huta - Certeze,ROU
555579000,Rul Caraș,ROU
555579016,Rul Suceava,ROU
555579024,Salonta,ROU
555579025,Sărăturile de la Foeni - Grăniceri,ROU
555579034,Suharau - Darabani,ROU
555579036,Turnu - Variașu,ROU
555579051,Orlica,SVN
555579053,Goriška Brda,SVN
555579057,Marindol,SVN
555579061,Sotla s pritoki,SVN
555579069,Vzhodni Kozjak,SVN
555579072,Dolenji Suhor,SVN
555579092,Zahodni Kozjak,SVN
555579123,Grad Podčetrtek,SVN
555579124,Slatinski potok,SVN
555579148,Bencov mlyn,SVK
555579174,Javornícky hrebeň,SVK
555579180,Maly Polom,SVK
555579191,Olesnianske raseliniska,SVK
555579197,Osturniansky potok,SVK
555579216,Gajarské alúvium Moravy,SVK
555579220,Číčovské luhy,SVK
555579228,Klucovske rameno,SVK
555579233,Kačenky,SVK
555579235,Pieniny,SVK
555579236,Cerová vrchovina,SVK
555579237,Pieskovcové chrbty,SVK
555579239,Beskyd,SVK
555579281,Spoorsny Private Nature Reserve,ZAF
555579286,Tweerivier Private Nature Reserve,ZAF
555579289,Vercueil Private Nature Reserve,ZAF
555579295,Atherstone Protected Natural Environment,ZAF
555579311,NSG Fröslev-Jardelunder Moor,DEU
555579363,Torflohe,DEU
555579364,Moselaue bei Nennig,DEU
555579370,Hammelsberg u. Atzbüsch bei Perl,DEU
555579377,Blies,DEU
555579379,Nied,DEU
555579380,Warndt,DEU
555579389,Bickenalbtal,DEU
555579390,Baumbusch bei Medelsheim,DEU
555579392,NSG Himsklamm,DEU
555579393,Brücker Berg bei Niedergailbach,DEU
555579394,Muschelkalkgebiet bei Gersheim und Blieskastel,DEU
555579396,Nationalpark Bayerischer Wald,DEU
555579401,Nationalpark Berchtesgaden,DEU
555579402,Karwendel mit Isar,DEU
555579698,Bryngelsdalen,SWE
555579711,Mrramyren,SWE
555579717,Vstersjn,SWE
555579719,Lngfjllet-Stdjan-Nipfjllet,SWE
555579721,Drevfjllen,SWE
555579723,Fulufjllet,SWE
555579791,Skckerfjllen,SWE
555579792,Svenskdalen,SWE
555579811,Vindelfjllen,SWE
555579820,Padjelanta,SWE
555579836,Rogen,SWE
555579843,Forêt de Bon-Secours,BEL
555579848,Vallée de la Helle,BEL
555579851,Bois de Colfontaine,BEL
555579852,Bois de Vieux Sart et de Montbliart,BEL
555579862,Vallée de l'Olefbach,BEL
555579864,Camp militaire d'Elsenborn,BEL
555579866,Vallée de la Holzwarche,BEL
555579871,Vallée du Medemberbach,BEL
555579874,Vallée supérieure de l'Our et ses affluents,BEL
555579876,Vallée de l'Ulf,BEL
555579882,Forêts de Muno,BEL
555579888,Sûre frontalière,BEL
555579895,Bassin de la Semois du Maka à Bouillon,BEL
555579896,Vallée du Ruisseau de Rebais,BEL
555579897,Vallée du Ruisseau de Saint-Jean,BEL
555579898,Bassin du Ruisseau du Ru au Moulin,BEL
555579899,Bargerveen,NLD
555579902,Meinweg,NLD
555579910,Srebarna,BGR
555579949,Puhatu,EST
555579975,KSIVARREN ERMAA,FIN
555579978,LEMMENJOEN KANSALLISPUISTO,FIN
555579983,PYRISJRVEN ERMAA,FIN
555579986,PULJUN ERMAA,FIN
555579993,Muonionjrvi-Utkujoki,FIN
555580000,Pellojrvi-Synjjrvi,FIN
555580002,Vrri,FIN
555580012,UK-PUISTO-SOMPIO-KEMIHAARA,FIN
555580018,KALDOAIVIN ERMAA,FIN
555580020,Kainuunkyln saaret,FIN
555580136,Koitajoen alue,FIN
555580138,Ruunaa,FIN
555580240,Etel-Kuusamon metst,FIN
555580244,Oulanka,FIN
555580285,Juortanansalon alue,FIN
555580286,Elimyssalon alue,FIN
555580291,KORYFES OROUS GRAMMOS,GRC
555580292,ORI VARNOUNTA,GRC
555580293,ETHNIKOS DRYMOS PRESPON,GRC
555580315,Biržų giria,LTU
555580359,Alpi Veglia e Devero - Monte Giove,ITA
555580373,Alpi Marittime,ITA
555580374,Gruppo del Monviso e Bosco dell'Alevè,ITA
555580376,Parco Nazionale del Gran Paradiso,ITA
555580379,Ambienti glaciali del Gruppo del Monte Rosa,ITA
555580380,Alte Valli Pesio e Tanaro,ITA
555580383,Disgrazia - Sissone,ITA
555580384,Monte di Scerscen - Ghiacciai di Scerscen - Monte Motta,ITA
555580400,Lacines - Catena del Monteneve nel Parco Naturale Gruppo di Tessa,ITA
555580401,Parco Naturale Vedrette di Ries - Aurina,ITA
555580407,Alpe di Cavallaccio nel Parco Nazionale dello Stelvio,ITA
555580413,Val di Fosse nel Parco Naturale Gruppo di Tessa,ITA
555580678,Ziemelu purvi,LVA
555580679,Silene,LVA
555580683,Pape,LVA
555580692,Vecumu mezi,LVA
555580702,Dunika,LVA
555580705,Klesniku purvs,LVA
555580707,Randu plavas,LVA
555580708,Gulbju un Platpirovas purvs,LVA
555580722,Ukru garsa,LVA
555580727,Sventajas upes ieleja,LVA
555580733,Panemunes mezi,LVA
555580748,Veclaicene,LVA
555580751,Augszeme,LVA
555580752,Augsdaugava,LVA
555580754,Ziemelgauja,LVA
555580759,Puszcza Białowieska,POL
555580760,Ujście Warty,POL
555580763,Bieszczady,POL
555580764,Tatry,POL
555580766,Ordesa y Monte Perdido,ESP
555580785,Szigetkz,HUN
555580786,Hansg,HUN
555580970,Aghatirourke,GBR
555580975,Lower Lough Erne Islands,GBR
555581126,Crom Estate,GBR
555582982,Montaña La Botija,HND
555583105,Bire Kapatuos,SSD
555586089,Gray Ranch Megasite,USA
555586254,Russell Fjord,USA
555586266,Stephen Mather,USA
555586272,Tracy Arm-Fords Terror,USA
555587036,Ulaan Taiga,MNG
555587037,Dariganga,MNG
555587041,Étangs lagunaires de Saint-Martin,MAF
555587059,Ingeniero Agrónomo Roberto Cametti,ARG
555587068,Grupo de la Isla,ARG
555587084,Boca de la Laguna Herradura,ARG
555587085,Boca del Rio Bermejo,ARG
555587086,Arroyo Ramirez,ARG
555587087,Puerto Dalmacia,ARG
555587105,San Lorenzo,ARG
555587106,Lago del Desierto,ARG
555587110,Corazon de la Isla,ARG
555587111,Azul,ARG
555587126,Bañado la Estrella,ARG
555587134,Tucu-Tucu,ARG
555587161,Isla Del Cerrito,ARG
555587162,San Guillermo,ARG
555587165,Lotes 1703-1704-4325-4326-4336-19866,ARG
555587166,Fracciones 50 y 51 del Lote Fiscal 3,ARG
555587176,Río Bravo del Norte,MEX
555587179,Barzan Area and Gali Balnda,IRQ
555587199,Vileity,BLR
555587496,Pahamaailman luonnonsuojelualue (Kalevalapuisto),FIN
555587497,Vieremänsuon luonnonsuojelualue (Kalevalapuisto),FIN
555587514,Housuvaaran luonnonsuojelualue (Kalevalapuisto),FIN
555587515,Öllörinsärkän luonnonsuojelualue (Kalevalapuisto),FIN
555587516,Iso Vaskenvaaran luonnonsuojelualue (Kalevalapuisto),FIN
555587520,Karttimonjoen luonnonsuojelualue (Kalevalapuisto),FIN
555587521,Murhisalon luonnonsuojelualue (Kalevalapuisto),FIN
555587522,Malahvian luonnonsuojelualue (Kalevalapuisto),FIN
555587527,Karsikkovaaran–Losolehdon luonnonsuojelualue (Kalevalapuisto),FIN
555587528,Viisiriihisen luonnonsuojelualue (Kalevalapuisto),FIN
555588697,NSG Venloer Heide,DEU
555588741,Trávní dvůr,CZE
555588791,Capçaleres del Ter i del Freser,ESP
555588810,Sierra de Aracena y Picos deAroche,ESP
555588888,Marismas de Isla Cristina,ESP
555588891,Andévalo occidental,ESP
555588898,Rivera de Chanza,ESP
555588969,Karas-Nera,SRB
555589088,Platan na zitnom trgu,SRB
555589104,Dolina Biebrzy,POL
555589248,2014823 Bredåsen,SWE
555589330,Saueruecht,LUX
555589333,"'Vallées de l’Attert, Pall, Schwébech, l''Aeschbech, Wëllerbach_x000D de la Schwébech, de l''Aeschbech et de la Wëllerbach'",LUX
555589335,"Région de Mompach Manternach, Bech et Osweiler",LUX
555589336,Région du Lias moyen,LUX
555589339,Geuldal,NLD
555589438,"LSG-Die Gebiete Kalbeck, Vorselaer, Grafendonk, Grotendonk, Berberheide, Schravelner Heide, Knappheide, Baalerbruch, Gocher Veen, Weezer Veen, Wember Veen, Hees, Laarbruch",DEU
555589503,LSG-Rodebachtal,DEU
555589635,Borsukov vrch,SVK
555589636,Park prirode Piva,MNE
555589676,Juvberget,NOR
555589677,Bjellneset,NOR
555589920,Takamaan luonnonsuojelualue,FIN
555590148,Lepo Lahti,FIN
555590809,VEP nr.204214,EST
555590820,Maas bij Eijsden,NLD
555590825,In den Sandbergen,AUT
555592562,Victoria Falls National Park,ZWE
555592564,Albanian Prespa Lakes,ALB
555592567,Vindelälven,SWE
555592572,Parc Natural Comunal de les Valls del Comapedrosa,AND
555592645,Parque Ecologico Urbano de Cobija,BOL
555592666,Laguna de Marfil,BOL
555592685,Itenez,BOL
555592848,Krušnohorská rašeliništì,CZE
555592934,Rijntakken,NLD
555592943,Arenillas,ECU
555592947,Cerro Plateado,ECU
555592950,Yacuri,ECU
555592955,El Quimi,ECU
555592957,El Cóndor,ECU
555592962,Cofán Bermejo,ECU
555593091,Rijntakken,NLD
555593128,Clark Point,CAN
555593150,Grew Brook,CAN
555593176,Monument Brook,CAN
555593187,North Lake,CAN
555593220,Smith Brook,CAN
555593259,Taku River/T'Aku Teix' Conservancy,CAN
555593309,Lac-du-Portage Nature Reserve,CAN
555593314,"Montagnes-Vertes (Sec. SCCN / Par. Breuleux, Backhaus, Cleghorn) Nature Reserve",CAN
555593361,03452R009 Biological Refuge,CAN
555593733,Proposed Michael-Dunn Biodiversity Reserve,CAN
555593853,"Montagnes-Vertes (Sec. CNQ / Par. Club-Ruiter-Brook, Domtar(agri), Larocque, Ski Sutton) Nature Reserve",CAN
555593894,Montagnes-Vertes (Sec. CNQ / Par. Champigny) Nature Reserve,CAN
555593970,Sutjeska,BIH
555593971,Gromiželj,BIH
555594125,Bac Huong Hoa,VNM
555595150,Eiland,CZE
555595151,Filůvka,CZE
555595439,2040510 Mulldusen,SWE
555595766,Le Grand Ilet,MAF
555595844,"Naturschutzgebiet ""Baumbusch bei Medelsheim"" (N 6809-305)",DEU
555595845,"Naturschutzgebiet ""Himsklamm"" (N 6809-307)",DEU
555595850,Schwaarzenhaff - Jongebësch,LUX
555595903,LSG-Ophovener Wald,DEU
555595904,LSG-Untere Rurniederung,DEU
555595905,LSG-Offenland und Ortsrandlagen im Wassenberger Riedelland,DEU
555595906,LSG-Effelder Waldsee u. Lago Laprello-Sued,DEU
555595907,LSG-Kitscher und Kirchhover Bruch,DEU
555595959,"Landschaftsschutzgebiet ""Stiftswald und Felsenwege St. Arnual"" (L 6708-301)",DEU
555595961,"Landschaftsschutzgebiet ""Brücker Berg bei Niedergailbach"" (L 6809-308)",DEU
555595994,Linehøgda,NOR
555596016,Adutiškio miško beržo genetinis draustinis,LTU
555596062,Kuodžių miško pušies genetinis draustinis,LTU
555596136,Spodnja Sava,SVN
555596138,Táti és süttői Duna-szigetek természetvédelmi terület,HUN
555596149,Jáki kardvirágos erdő természetvédelmi terület,HUN
555596191,GF_05,CYP
555596193,GF_07,CYP
555596194,GF_08,CYP
555596197,GF_11,CYP
555596199,GF_12,CYP
555596201,Troodos UNESCO GLOBAL Geopark,CYP
555596205,Nationalpark Hohe Tauern Aussenzone,AUT
555596262,Le Martinet,CHE
555596263,Plattières,CHE
555596264,Punais,CHE
555596265,Aux Pilles,CHE
555596267,En Gottet,CHE
555596269,Vers Vaux,CHE
555596280,S. Evasio,CHE
555596289,Arogno,CHE
555596304,Talmüli,CHE
555596306,Linden,CHE
555596309,Glatt,CHE
555596685,Niderfeld,CHE
555596690,Niderfeld,CHE
555596964,Mühlebachtal,CHE
555596967,Klingenthal-Lachmatt,CHE
555596978,"Place d'armes, le Nalé",CHE
555596989,Le Pélard,CHE
555596999,Au Büchel,CHE
555597067,Champs de Manche,CHE
555597071,"Marais des Crêts, Marais des Fontaines",CHE
555597072,Marais de la Trélasse,CHE
555597195,La Touvière,CHE
555597198,Glacier de l'A Neuve,CHE
555597204,Zlatibor,SRB
555597261,Tourbière Et Des Prairies Des Placettes,FRA
555597310,Combe Des Moulins,FRA
555597342,Aulnaie glutineuse nommée Marais de Blésy,FRA
555597346,Forêts d'altitude du Haut-Jura,FRA
555597478,2047179 Skåarnja,SWE
555597739,2041805 Öjersbyn,SWE
555597833,2047937 Biotopskydd SK 222-2017,SWE
555597901,Hohe Tauern,AUT
555597902,Hohe Tauern,AUT
555597928,Nationalpark Hohe Tauern Kernzone,AUT
555597964,VEP nr.114049,EST
555598048,VEP nr.L01114,EST
555598074,VEP nr.L01358,EST
555598105,VEP nr.E01312,EST
555598115,VEP nr.E01662,EST
555598273,VEP nr.127229,EST
555598285,VEP nr.127011,EST
555598391,VEP nr.E01160,EST
555598431,VEP nr.E01756,EST
555598724,VEP nr.E01663,EST
555598749,VEP nr.E01002,EST
555598815,VEP nr.112033,EST
555598871,VEP nr.117165,EST
555598999,VEP nr.114041,EST
555599068,VEP nr.L01724,EST
555599746,Los Fresnos,MEX
555599844,Tierra Silvestre Cañón del Diablo,MEX
555599884,Janos,MEX
555600164,Reserva Particular Do Patrimônio Natural Reserva Natural Engenheiro Eliezer Batista,BRA
555600305,Área De Proteção Ambiental Ibirapuitã,BRA
555600873,Alice W. Moore Woods,USA
555602581,Big Bend,USA
555602582,Big Bend Proposed or Recom,USA
555602701,Black Island,USA
555602836,Boscaje De La Palma Fee,USA
555603500,Chopaka Mountain,USA
555603501,Chopaka Mountain,USA
555603709,Comertown Pothole Prairie Macrosite,USA
555603731,Connecticut River Headwaters Bioreserve Megasite,USA
555604724,"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Pembina, North Dakota",USA
555605094,Firth-Mancha,USA
555605100,Michigan Natural Resource Trust Fund Parcel,USA
555605133,"Flathead, Montana",USA
555605242,Fortymile River,USA
555605262,Fourth Connecticut Lake,USA
555607270,Loomis,USA
555607342,Lower Rio Grande Valley Wildlife Corridor Macrosite Fee,USA
555607817,Missisquoi,USA
555607822,Misty Fiords,USA
555609263,Reinvest in Minnesota Reserve Partnership,USA
555609340,Rio Bosque,USA
555609568,Sabal Palm Grove,USA
555609772,Scotch Creek,USA
555609844,Shad Island Rna,USA
555610590,Ten Lakes,USA
555612579,"Wetlands Reserve Program (WRP), Boundary, Idaho",USA
555612707,"Wetlands Reserve Program (WRP), Cavalier, North Dakota",USA
555613009,"Wetlands Reserve Program (WRP), Franklin, New York",USA
555613020,"Wetlands Reserve Program (WRP), Franklin, New York",USA
555613185,"Wetlands Reserve Program (WRP), Hill, Montana",USA
555613788,"Wetlands Reserve Program (WRP), Pembina, North Dakota",USA
555621993,Volcán Tacaná,MEX
555621998,Chepkitale,KEN
555622040,Western Tien-shan,UZB;KGZ;KAZ
555622054,Forêt de Murehe,BDI
555622055,Lacs du Nord,BDI
555622082,Qaser Al Sarab Protected Area,ARE
555623078,Peipsiveere,EST
555623085,Vallée de Villers-la-Bonne-Eau,BEL
555623090,Vallée de la Thure,BEL
555623092,Fagnes du Nord-Est,BEL
555623098,Sources du Ruisseau de Tavigny,BEL
555623101,Vallée du Ruisseau de la Goutelle,BEL
555623111,Vallées de l'Eisch et de Clairefontaine,BEL
555623130,Bassin ardennais du Viroin,BEL
555623135,Osthertogenwald autour de Raeren,BEL
555623143,Vallée de la Lys,BEL
555623144,Vallée de la Trouille,BEL
555623145,Vallée de la Gueule en aval de Kelmis,BEL
555623148,Fagnes de la Roer,BEL
555623149,Vallée de la Schwalm,BEL
555623152,Sources de l'Our et de l'Ensebach,BEL
555623153,Vallée inférieure de l'Our et ses affluents,BEL
555623163,La Fagne entre Bailièvre et Robechies,BEL
555623166,Basse Meuse et Meuse mitoyenne,BEL
555623167,Bassin de la Semois de Florenville à Auby,BEL
555623172,Forêts et marais bajociens de Baranzy à Athus,BEL
555623175,Vallée de la Meuse en amont d'Hastière,BEL
555623179,Vallées des Ruisseaux de Rempeine et de la Scheloupe,BEL
555623182,Vallée du Kolvenderbach,BEL
555623186,Bassin inférieur de l'Ourthe orientale,BEL
555623188,Vallée de la Haine en aval de Mons,BEL
555623189,Haut-Pays des Honnelles,BEL
555623191,Haute vallée de la Thure,BEL
555623193,Massifs forestiers entre Momignies et Chimay,BEL
555623194,Montagne Saint-Pierre,BEL
555623195,Vallée de la Gueule en amont de Kelmis,BEL
555623201,Bassin supérieur de la Wiltz,BEL
555623203,Bassin de la Semois de Bouillon à Alle,BEL
555623206,Bassin de l'Attert,BEL
555623207,Bassin supérieur de la Vire et du Ton,BEL
555623211,La Calestienne entre Frasnes et Doische,BEL
555623216,Bassin de la Marche,BEL
555623219,Vallée de la Hulle,BEL
555623220,Bassin de la Houille en amont de Gedinne,BEL
555623222,Vallée de la Semois en aval d'Alle,BEL
555623224,Vallées de l'Oise et de la Wartoise,BEL
555623225,Haute vallée de l'Eau Noire,BEL
555623226,Bassin de l'Escaut en amont de Tournai,BEL
555623239,Vallées de la Chevratte,BEL
555623240,Vallée du Ton et Côte bajocienne de Montquintin à Ruette,BEL
555623249,Vallée de la Houille en aval de Gedinne,BEL
555623251,"Région de Mompach, Manternach, Bech et Osweiler",LUX
555623253,Région du Lias moyen,LUX
555623255,"Vallées de l'Attert, de la Pall, de la Schwébech, de l'Aeschbech et de la Wëllerbaach",LUX
555623318,Ifen,AUT
555623328,Vallée de la Lys,BEL
555623337,Vallée de la Haine en aval de Mons,BEL
555623338,Vallée de la Trouille,BEL
555623343,Haut-Pays des Honnelles,BEL
555623346,Haute vallée de la Thure,BEL
555623349,La Fagne entre Bailièvre et Robechies,BEL
555623351,Massifs forestiers entre Momignies et Chimay,BEL
555623353,Vallées de l'Oise et de la Wartoise,BEL
555623354,Haute vallée de l'Eau Noire,BEL
555623355,Bassin de l'Escaut en amont de Tournai,BEL
555623356,Vallée de la Thure,BEL
555623357,Montagne Saint-Pierre,BEL
555623358,Basse Meuse et Meuse mitoyenne,BEL
555623360,Vallée de la Gueule en aval de Kelmis,BEL
555623361,Vallée de la Gueule en amont de Kelmis,BEL
555623372,Osthertogenwald autour de Raeren,BEL
555623374,Fagnes du Nord-Est,BEL
555623380,Fagnes de la Roer,BEL
555623381,Vallée de la Schwalm,BEL
555623391,Vallée du Kolvenderbach,BEL
555623392,Sources de l'Our et de l'Ensebach,BEL
555623393,Vallée inférieure de l'Our et ses affluents,BEL
555623414,Bassin inférieur de l'Ourthe orientale,BEL
555623420,Sources du Ruisseau de Tavigny,BEL
555623421,Bassin supérieur de la Wiltz,BEL
555623426,Vallée de Villers-la-Bonne-Eau,BEL
555623427,Bassin de la Semois de Bouillon à Alle,BEL
555623429,Bassin de la Semois de Florenville à Auby,BEL
555623434,Bassin de l'Attert,BEL
555623435,Bassin de la Marche,BEL
555623439,Vallées de l'Eisch et de Clairefontaine,BEL
555623443,Vallées de la Chevratte,BEL
555623445,Bassin supérieur de la Vire et du Ton,BEL
555623446,Vallée du Ton et Côte bajocienne de Montquintin à Ruette,BEL
555623447,Forêts et marais bajociens de Baranzy à Athus,BEL
555623462,Vallée de la Meuse en amont d'Hastière,BEL
555623473,La Calestienne entre Frasnes et Doische,BEL
555623475,Bassin ardennais du Viroin,BEL
555623476,Vallées des Ruisseaux de Rempeine et de la Scheloupe,BEL
555623481,Vallée de la Houille en aval de Gedinne,BEL
555623482,Vallée de la Hulle,BEL
555623483,Bassin de la Houille en amont de Gedinne,BEL
555623485,Vallée de la Semois en aval d'Alle,BEL
555623487,Vallée du Ruisseau de la Goutelle,BEL
555623508,Rheinniederung und Hardtebene zwischen Lichtenau und Iffezheim,DEU
555623537,Dinkelberg und Röttler Wald,DEU
555623568,Gornji tok Korane,HRV
555623570,Sava uzvodno od Zagreba,HRV
555623583,Skaistkalnes karsta kritenes,LVA
555623589,Krośnieńska Dolina Odry,POL
555623628,Sierra del Divisor,PER
555623785,Lake Natron GCA,TZA
555623786,Loliondo GCA,TZA
555623794,Mwambesi GCA,TZA
555623811,Ruvuma O.A.,TZA
555623821,Magwamila O.A.,TZA
555624101,North Kilimanjaro,TZA
555624126,Mana Pools National Park,ZWE
555624128,Bwabwata-Okavango Ramsar Site,NAM
555624156,Puerto Península,ARG
555624171,Yendegaia,CHL
555624177,Dnieper River Floodplain,BLR
555624193,Iput River Floodplain,BLR
555624201,Mullet Pond,SXM
555624221,Sierra de Bahoruco,DOM
555624252,Dj. Ghorra,TUN
555624313,Polesye Valley of River Bug,BLR
555624333,Umm er Rihan,PSE
555624345,Wadi Jauzala,PSE
555624351,Wadi el Mallaha,PSE
555624359,Tell er Rusheidiya,PSE
555624370,'Ein Jidi,PSE
555624371,Al Kuweiyis,PSE
555624372,Marj ez Za'rur,PSE
555624373,Latrun,PSE
555624374,Wadi 'Ein ez Zarqa el 'Elwi,PSE
555624375,Umm er Rihan,PSE
555624376,Shubash,PSE
555624377,'Ein Bassat er Rih,PSE
555624383,Wadi Gaza,PSE
555624492,Star Červen Voda - lesn komplex,CZE
555624493,Jalovcov,CZE
555624551,Ažukriaunio miškas,LTU
555624552,Šešupė ir jos slėniai,LTU
555624561,Viršilų miškas,LTU
555624572,Lavoriškių miškas,LTU
555624586,Cuiugiuc,ROU
555624610,Pădurea Șemița,ROU
555624621,Someșul Inferior,ROU
555624632,Spodnja Sava,SVN
555624650,Pescăria Nădlac,ROU
555624657,Rul Prut,ROU
555624661,Valea Izei şi Dealul Solovan,ROU
555624663,Valle de l'Arve,FRA
555624664,Valle de l'Orbe,FRA
555624692,Fifa Nature Reserve,JOR
555624851,Taim Ecological Station,BRA
555624852,Guaporé Biological Reserve,BRA
555624857,Landscapes of Dauria,MNG;RUS
555624858,Los Alerces National Park,ARG
555624877,Elephant Marsh,MWI
555625666,Parc Natural Comunal de les Valls del Comapedrosa,AND
555625667,Parc Natural de la Vall de Sorteny,AND
555625668,Vedat de caça de Ransol,AND
555625669,Vedat de caça del Parc Natural de la Vall de Sorteny,AND
555625712,Jebel Hafeet National Park,ARE
555625773,Caucasus Wildlife Refuge ,ARM
555626064,Réserve du triangle de la Ngiri,COD
555626073,Hkakaborazi National Park,MMR
555626083,Peatland of the Izera River Valley,POL
555626091,Nchete,ZMB
555626092,Sekula,ZMB
555626094,Lomati,SWZ
555626097,Loubetsi-Nyanga,COG
555626098,Leketi-Mbama,COG
555629298,Sierra Caral,GTM
555629388,Zona Nacional de Reserva  Cerro Lambare,PRY
555629389,Saltos del Guairá,PRY
555629392,Santa Elena,PRY
555629407,Reserva Para Parque Nacional Isla Carrizal,PRY
555629424,Salto del Moday,PRY
555629426,Maharishi,PRY
555629432,Refugio de Vida Silvestre Yvytu Rokai,PRY
555629437,Cerrado del Río Apa,PRY
555629438,Cerro Chovoreca,PRY
555629444,Arrecife,PRY
555629484,Loma Charco Azul,DOM
555629585,VEP nr.124175,EST
555629686,VEP nr.L01953,EST
555629722,VEP nr.E01665,EST
555629736,VEP nr.E01273,EST
555629812,VEP nr.L00605,EST
555629893,VEP nr.L01666,EST
555629993,VEP nr.E01310,EST
555630002,VEP nr.202060,EST
555630010,VEP nr.E01274,EST
555630024,VEP nr.117130,EST
555630143,VEP nr.E01159,EST
555630175,VEP nr.E01303,EST
555630252,VEP nr.E01004,EST
555630699,VEP nr.114046,EST
555630729,VEP nr.E01294,EST
555630834,VEP nr.127012,EST
555630870,VEP nr.E01311,EST
555630986,VEP nr.E01158,EST
555631079,VEP nr.E01155,EST
555631092,VEP nr.E01664,EST
555631114,VEP nr.117009,EST
555631157,VEP nr.127010,EST
555631177,VEP nr.114040,EST
555631185,VEP nr.E01299,EST
555631201,VEP nr.117129,EST
